customer_id,age,gender,city,income,join_date
C01155,29,F,Chennai,37800.0,2024-07-19
C01156,43,M,Mumbai,64000.0,2024-01-30
C01157,30,F,Chennai,43100.0,2023-12-17
C01158,57,F,Bengaluru,40200.0,2023-01-28
C01159,35,F,Kolkata,53200.0,2024-09-23
C01160,42,M,Delhi,64200.0,2026-03-02
C01161,50,M,Chennai,28800.0,2024-01-15
C01162,64,M,Ahmedabad,70400.0,2024-06-11
C01163,57,M,Mumbai,38400.0,2025-06-21
C01164,60,M,Jaipur,54600.0,2025-03-17
C01165,29,F,Pune,54100.0,2023-08-15
C01166,61,M,Pune,43400.0,2023-01-27
C01167,53,M,Pune,34700.0,2026-02-14
C01168,65,F,Chennai,48400.0,2023-03-30
C01169,21,F,Delhi,114300.0,2024-09-10
C01170,22,M,Chennai,29800.0,2023-05-02
C01171,54,F,Hyderabad,117800.0,2025-05-15
C01172,25,M,Ahmedabad,48900.0,2023-02-02
C01173,59,F,Jaipur,55900.0,2024-08-25
C01174,45,F,Jaipur,33700.0,2024-11-26
C01175,48,F,Ahmedabad,38900.0,2025-06-06
C01176,26,F,Bengaluru,43900.0,2024-06-08
C01177,46,M,Lucknow,34400.0,2025-11-13
C01178,31,M,Hyderabad,50100.0,2023-02-03
C01179,57,F,Mumbai,45800.0,2023-09-04
C01180,58,M,Jaipur,126500.0,2025-11-08
C01181,39,F,Pune,32500.0,2025-11-19
C01182,28,M,Chennai,57600.0,2023-02-18
C01183,40,M,Bengaluru,61500.0,2025-06-30
C01184,18,M,Lucknow,34000.0,2023-06-29
C01185,63,M,Ahmedabad,74900.0,2025-01-07
C01186,54,F,Kolkata,46000.0,2024-08-12
C01187,38,F,Mumbai,17900.0,2024-05-10
C01188,43,F,Lucknow,74000.0,2024-03-06
C01189,63,F,Pune,33300.0,2026-05-15
C01190,53,F,Lucknow,34300.0,2025-11-24
C01191,40,F,Jaipur,75000.0,2023-12-30
C01192,18,M,Chennai,47000.0,2023-11-06
C01193,57,F,Ahmedabad,83100.0,2025-09-08
C01194,32,M,Lucknow,94800.0,2026-03-21
C01195,38,M,Mumbai,41100.0,2023-08-15
C01196,64,F,Lucknow,78600.0,2026-06-20
C01197,26,M,Kolkata,39100.0,2023-01-10
C01198,26,M,Bengaluru,150200.0,2023-02-17
C01199,27,M,Jaipur,40300.0,2023-07-23
C01200,43,M,Chennai,87300.0,2025-09-15
C01201,58,F,Pune,80400.0,2025-06-12
C01202,52,M,Ahmedabad,63400.0,2023-06-06
C01203,42,M,Ahmedabad,40700.0,2025-05-04
C01204,43,M,Bengaluru,51400.0,2023-01-26
C01205,28,M,Delhi,20900.0,2024-02-25
C01206,55,F,Delhi,60800.0,2025-01-30
C01207,19,M,Pune,64400.0,2025-02-12
C01208,24,F,Lucknow,58400.0,2023-09-21
C01209,35,F,Kolkata,14400.0,2024-08-10
C01210,44,F,Ahmedabad,31100.0,2025-08-15
C01211,51,F,Lucknow,39300.0,2024-04-14
C01212,44,F,Ahmedabad,62700.0,2023-09-11
C01213,34,M,Ahmedabad,62600.0,2026-03-16
C01214,60,M,Lucknow,50900.0,2025-01-09
C01215,61,M,Bengaluru,73200.0,2023-04-28
C01216,41,F,Delhi,34700.0,2026-04-03
C01217,42,M,Hyderabad,72400.0,2024-07-03
C01218,24,M,Mumbai,68100.0,2025-06-29
C01219,23,M,Bengaluru,65200.0,2025-05-19
C01220,41,M,Jaipur,50700.0,2025-03-18
C01221,50,M,Kolkata,125400.0,2025-03-31
C01222,46,Other,Kolkata,68700.0,2026-05-06
C01223,60,M,Mumbai,35600.0,2024-07-17
C01224,39,F,Kolkata,61500.0,2026-02-26
C01225,43,F,Lucknow,77200.0,2024-02-18
C01226,45,M,Kolkata,42200.0,2025-05-29
C01227,38,M,Hyderabad,89800.0,2025-09-19
C01228,24,M,Kolkata,65300.0,2023-01-01
C01229,34,M,Ahmedabad,19200.0,2023-06-16
C01230,37,F,Bengaluru,62900.0,2023-01-16
C01231,58,M,Lucknow,45800.0,2024-10-18
C01232,37,M,Delhi,70000.0,2023-04-22
C01233,39,F,Kolkata,84100.0,2026-01-30
C01234,45,F,Pune,60000.0,2024-08-16
C01235,57,F,Pune,116400.0,2024-05-21
C01236,24,F,Pune,50800.0,2024-11-01
C01237,18,F,Kolkata,72900.0,2025-11-29
C01238,49,M,Jaipur,79000.0,2025-01-28
C01239,30,F,Ahmedabad,52600.0,2024-05-11
C01240,47,M,Chennai,78100.0,2025-08-22
C01241,40,F,Kolkata,42100.0,2023-10-08
C01242,36,F,Jaipur,45500.0,2023-12-17
C01243,49,M,Chennai,30500.0,2023-11-30
C01244,47,F,Mumbai,61300.0,2025-01-30
C01245,46,F,Hyderabad,63700.0,2024-12-28
C01246,62,M,Ahmedabad,93500.0,2025-04-02
C01247,46,F,Kolkata,78500.0,2023-01-14
C01248,47,M,Bengaluru,48400.0,2025-12-15
C01249,33,F,Lucknow,32400.0,2023-12-08
C01250,57,F,Bengaluru,66800.0,2023-07-18
C01251,36,F,Bengaluru,90700.0,2024-11-08
C01252,35,F,Mumbai,77300.0,2024-10-19
C01253,18,F,Lucknow,89600.0,2023-03-19
C01254,31,F,Mumbai,50000.0,2023-04-22
C01255,64,M,Chennai,44600.0,2024-06-18
C01256,19,F,Mumbai,39500.0,2026-02-13
C01257,45,M,Pune,53600.0,2026-03-11
C01258,47,F,Hyderabad,53100.0,2025-09-18
C01259,55,M,Pune,60400.0,2026-05-05
C01260,21,M,Kolkata,51900.0,2025-02-28
C01261,18,F,Chennai,51800.0,2026-01-04
C01262,25,M,Jaipur,38800.0,2024-06-13
C01263,46,M,Chennai,84000.0,2023-04-10
C01264,56,M,Jaipur,56900.0,2025-08-30
C01265,20,M,Hyderabad,50800.0,2025-10-11
C01266,49,M,Mumbai,39300.0,2023-05-05
C01267,27,M,Mumbai,30200.0,2025-10-11
C01268,27,M,Lucknow,99100.0,2024-06-02
C01269,36,M,Kolkata,70600.0,2023-01-23
C01270,63,F,Bengaluru,26500.0,2023-06-11
C01271,51,M,Delhi,77500.0,2024-09-20
C01272,50,F,Chennai,83300.0,2024-05-20
C01273,40,F,Chennai,58200.0,2025-05-31
C01274,45,M,Kolkata,112900.0,2025-11-10
C01275,49,F,Pune,60600.0,2024-04-27
C01276,24,F,Ahmedabad,29100.0,2023-11-05
C01277,46,Other,Kolkata,64800.0,2025-05-23
C01278,25,F,Delhi,61400.0,2023-07-22
C01279,18,M,Mumbai,41900.0,2024-10-01
C01280,20,F,Jaipur,71200.0,2023-05-22
C01281,41,F,Pune,26000.0,2025-09-30
C01282,40,F,Pune,85900.0,2024-09-06
C01283,25,M,Lucknow,37000.0,2023-04-17
C01284,64,F,Hyderabad,35300.0,2024-06-12
C01285,54,F,Delhi,52300.0,2024-07-29
C01286,20,M,Pune,66800.0,2025-08-26
C01287,50,M,Delhi,59200.0,2024-11-18
C01288,45,M,Kolkata,39400.0,2023-10-18
C01289,64,F,Jaipur,43800.0,2025-03-15
C01290,25,F,Jaipur,33000.0,2024-10-29
C01291,51,F,Chennai,49700.0,2024-01-20
C01292,52,M,Mumbai,89200.0,2025-12-12
C01293,49,F,Chennai,54900.0,2026-04-21
C01294,41,M,Pune,81000.0,2024-12-01
C01295,31,M,Hyderabad,105900.0,2023-01-13
C01296,49,F,Chennai,42200.0,2025-08-17
C01297,63,Other,Chennai,50600.0,2023-06-09
C01298,60,F,Chennai,146100.0,2024-07-18
C01299,33,F,Delhi,105300.0,2023-01-08
C01300,21,M,Kolkata,25900.0,2023-03-13
C01301,54,M,Hyderabad,65500.0,2025-06-10
C01302,38,F,Jaipur,55000.0,2023-04-08
C01303,31,F,Lucknow,79800.0,2023-03-28
C01304,48,M,Delhi,39300.0,2023-04-11
C01305,65,M,Pune,37700.0,2023-10-08
C01306,35,M,Hyderabad,40600.0,2025-06-01
C01307,24,F,Jaipur,42500.0,2025-01-18
C01308,27,M,Hyderabad,79400.0,2023-07-15
C01309,24,M,Ahmedabad,32300.0,2024-01-26
C01310,50,M,Ahmedabad,41600.0,2024-08-31
C01311,40,M,Chennai,24600.0,2024-03-25
C01312,38,F,Chennai,86500.0,2026-01-24
C01313,36,M,Ahmedabad,97400.0,2023-05-01
C01314,65,F,Lucknow,47500.0,2023-11-28
C01315,36,F,Jaipur,48100.0,2025-12-11
C01316,53,F,Pune,67400.0,2023-11-14
C01317,46,M,Mumbai,106800.0,2024-11-05
C01318,35,Other,Mumbai,66100.0,2024-12-02
C01319,19,F,Delhi,40200.0,2026-05-02
C01320,18,Other,Lucknow,26500.0,2024-11-23
C01321,64,F,Lucknow,33300.0,2025-10-13
C01322,22,M,Pune,56800.0,2023-01-21
C01323,37,M,Hyderabad,41000.0,2024-02-03
C01324,28,M,Mumbai,60000.0,2023-07-21
C01325,59,F,Hyderabad,42900.0,2024-04-10
C01326,19,M,Hyderabad,34200.0,2026-03-20
C01327,20,M,Lucknow,32400.0,2025-06-14
C01328,40,M,Hyderabad,111100.0,2026-03-28
C01329,29,M,Mumbai,82100.0,2023-11-06
C01330,37,M,Jaipur,119800.0,2024-05-18
C01331,22,M,Bengaluru,70100.0,2023-01-26
C01332,54,M,Hyderabad,45300.0,2023-03-07
C01333,55,M,Pune,99800.0,2023-09-20
C01334,47,M,Kolkata,54200.0,2024-04-16
C01335,26,M,Chennai,60700.0,2023-06-16
C01336,51,F,Pune,54000.0,2025-03-10
C01337,61,F,Ahmedabad,14600.0,2026-03-23
C01338,52,M,Mumbai,113200.0,2023-12-09
C01339,39,M,Kolkata,68600.0,2024-12-18
C01340,61,F,Chennai,63800.0,2024-02-17
C01341,41,F,Pune,53500.0,2026-04-22
C01342,34,F,Kolkata,59200.0,2026-05-02
C01343,27,F,Bengaluru,42000.0,2025-10-22
C01344,47,M,Mumbai,72600.0,2026-05-23
C01345,63,M,Jaipur,30500.0,2024-11-17
C01346,40,M,Delhi,59800.0,2025-03-07
C01347,49,F,Lucknow,70800.0,2024-04-27
C01348,34,F,Bengaluru,50300.0,2025-11-21
C01349,34,F,Ahmedabad,65000.0,2023-01-15
C01350,31,M,Lucknow,35200.0,2026-06-20
C01351,26,F,Jaipur,35600.0,2023-01-17
C01352,57,M,Bengaluru,61200.0,2024-06-17
C01353,19,M,Chennai,74600.0,2023-03-22
C01354,62,M,Kolkata,23700.0,2024-10-17
C01355,42,F,Mumbai,69600.0,2024-03-11
C01356,56,M,Kolkata,43100.0,2025-10-28
C01357,26,F,Hyderabad,50400.0,2025-10-15
C01358,39,M,Pune,30100.0,2024-11-09
C01359,60,F,Ahmedabad,37500.0,2025-02-18
C01360,63,F,Hyderabad,85000.0,2023-07-05
C01361,21,M,Hyderabad,55800.0,2024-02-26
C01362,43,F,Ahmedabad,46300.0,2024-04-10
C01363,46,F,Pune,52200.0,2023-03-24
C01364,62,F,Chennai,68500.0,2024-07-20
C01365,51,F,Pune,67100.0,2024-10-04
C01366,40,F,Mumbai,53200.0,2023-11-21
C01367,54,M,Kolkata,89900.0,2023-02-20
C01368,28,F,Chennai,85100.0,2025-11-16
C01369,23,M,Delhi,66200.0,2024-11-07
C01370,35,M,Kolkata,56400.0,2025-09-07
C01371,38,M,Chennai,73900.0,2025-03-03
C01372,59,F,Pune,63400.0,2025-12-21
C01373,53,F,Ahmedabad,88600.0,2024-10-18
C01374,58,M,Pune,82400.0,2026-04-09
C01375,55,F,Delhi,34800.0,2023-04-27
C01376,51,F,Chennai,33700.0,2025-10-24
C01377,34,M,Mumbai,40100.0,2025-12-25
C01378,54,M,Pune,85300.0,2025-12-19
C01379,42,F,Chennai,27100.0,2025-06-23
C01380,55,M,Kolkata,65700.0,2024-05-16
C01381,29,F,Delhi,64700.0,2025-03-09
C01382,40,M,Mumbai,92800.0,2025-05-06
C01383,59,M,Chennai,59600.0,2026-06-06
C01384,39,F,Bengaluru,30100.0,2026-01-28
C01385,38,F,Pune,35700.0,2026-02-16
C01386,44,F,Delhi,32300.0,2023-03-10
C01387,48,F,Mumbai,43200.0,2024-10-25
C01388,23,F,Mumbai,50700.0,2025-03-02
C01389,44,F,Hyderabad,32600.0,2023-08-09
C01390,57,M,Lucknow,106600.0,2025-10-06
C01391,51,F,Delhi,30300.0,2023-08-11
C01392,29,M,Mumbai,100800.0,2024-11-07
C01393,62,F,Chennai,93800.0,2023-07-30
C01394,24,M,Hyderabad,82400.0,2025-07-19
C01395,27,F,Lucknow,40300.0,2025-06-04
C01396,62,M,Kolkata,64200.0,2025-05-31
C01397,34,F,Chennai,31000.0,2023-09-19
C01398,43,F,Pune,82900.0,2024-06-01
C01399,38,M,Lucknow,53200.0,2026-06-25
C01400,45,F,Delhi,45700.0,2025-03-08
C01401,63,M,Pune,31700.0,2025-12-22
C01402,19,F,Jaipur,18000.0,2024-06-23
C01403,60,F,Jaipur,34500.0,2024-02-21
C01404,18,M,Delhi,90700.0,2023-02-22
C01405,53,F,Kolkata,45900.0,2023-02-07
C01406,43,M,Lucknow,51000.0,2023-11-04
C01407,46,M,Hyderabad,73900.0,2025-04-25
C01408,38,F,Bengaluru,124000.0,2025-06-16
C01409,28,M,Mumbai,99800.0,2023-02-22
C01410,57,Other,Bengaluru,35500.0,2024-08-28
C01411,28,F,Jaipur,22900.0,2024-03-27
C01412,53,M,Jaipur,159000.0,2024-04-05
C01413,56,F,Kolkata,152700.0,2025-02-13
C01414,57,M,Bengaluru,59900.0,2026-03-06
C01415,52,M,Bengaluru,31100.0,2024-01-30
C01416,51,M,Hyderabad,84800.0,2025-11-26
C01417,64,M,Kolkata,52400.0,2026-03-16
C01418,41,M,Kolkata,52300.0,2025-10-28
C01419,39,M,Delhi,82300.0,2026-06-28
C01420,22,Other,Pune,63900.0,2024-10-08
C01421,50,F,Kolkata,32300.0,2023-09-20
C01422,53,F,Kolkata,47500.0,2024-09-23
C01423,64,F,Chennai,74100.0,2024-06-13
C01424,37,F,Lucknow,69200.0,2023-10-28
C01425,36,M,Lucknow,61900.0,2024-04-29
C01426,52,F,Ahmedabad,83700.0,2023-04-02
C01427,60,Other,Bengaluru,46700.0,2026-04-02
C01428,34,M,Mumbai,59600.0,2023-11-11
C01429,62,F,Bengaluru,12000.0,2025-08-02
C01430,60,F,Delhi,44900.0,2023-08-26
C01431,51,F,Delhi,77600.0,2023-03-24
C01432,26,F,Delhi,46100.0,2024-10-30
C01433,43,M,Pune,44600.0,2026-02-06
C01434,19,M,Mumbai,34400.0,2023-06-27
C01435,26,M,Lucknow,86400.0,2023-09-07
C01436,26,F,Hyderabad,70400.0,2025-02-03
C01437,57,M,Lucknow,79700.0,2024-10-28
C01438,34,F,Pune,25300.0,2025-06-21
C01439,18,M,Delhi,51200.0,2023-04-01
C01440,42,M,Pune,48500.0,2023-12-05
C01441,60,M,Lucknow,48500.0,2023-06-18
C01442,57,F,Hyderabad,41700.0,2026-03-08
C01443,59,M,Ahmedabad,47100.0,2024-07-31
C01444,42,M,Unknown,80600.0,2026-04-22
C01445,56,F,Pune,23300.0,2025-02-18
C01446,52,M,Lucknow,122400.0,2023-06-19
C01447,20,M,Mumbai,68400.0,2023-12-28
C01448,54,F,Lucknow,54000.0,2023-09-01
C01449,61,F,Lucknow,82700.0,2023-05-18
C01450,61,M,Hyderabad,28600.0,2025-11-17
C01451,47,F,Ahmedabad,40800.0,2024-06-02
C01452,55,Other,Mumbai,52100.0,2023-11-29
C01453,51,F,Delhi,101700.0,2025-08-22
C01454,29,F,Mumbai,53900.0,2024-07-16
C01455,36,F,Kolkata,67300.0,2024-03-01
C01456,54,F,Delhi,42200.0,2026-03-05
C01457,61,F,Mumbai,68500.0,2024-10-02
C01458,34,M,Chennai,117000.0,2024-12-09
C01459,27,F,Chennai,86100.0,2023-04-17
C01460,64,F,Lucknow,53000.0,2024-07-13
C01461,29,M,Delhi,74500.0,2023-05-18
C01462,33,M,Mumbai,71300.0,2024-09-06
C01463,41,F,Lucknow,69100.0,2023-02-16
C01464,36,F,Bengaluru,90700.0,2024-01-03
C01465,25,M,Lucknow,90400.0,2023-01-06
C01466,48,F,Pune,51900.0,2024-06-06
C01467,38,M,Chennai,73400.0,2024-06-12
C01468,34,M,Bengaluru,46300.0,2023-03-07
C01469,40,F,Jaipur,36300.0,2024-02-24
C01470,54,M,Pune,48700.0,2025-07-22
C01471,33,M,Delhi,53100.0,2024-05-12
C01472,23,F,Lucknow,26000.0,2023-11-27
C01473,25,M,Chennai,81000.0,2025-02-06
C01474,42,M,Ahmedabad,15800.0,2025-09-27
C01475,35,Other,Chennai,186600.0,2026-02-28
C01476,42,F,Hyderabad,108100.0,2024-06-13
C01477,29,F,Chennai,48900.0,2023-08-31
C01478,32,F,Ahmedabad,55200.0,2023-12-16
C01479,43,M,Ahmedabad,63000.0,2025-11-06
C01480,58,F,Lucknow,42200.0,2025-01-04
C01481,62,F,Delhi,60000.0,2025-05-31
C01482,43,F,Ahmedabad,51500.0,2023-12-29
C01483,64,F,Chennai,52700.0,2026-05-18
C01484,49,F,Delhi,59700.0,2025-10-11
C01485,27,M,Mumbai,30500.0,2024-06-08
C01486,33,M,Chennai,56000.0,2025-04-10
C01487,24,F,Kolkata,59200.0,2025-02-20
C01488,34,F,Lucknow,58300.0,2024-02-24
C01489,40,F,Pune,49900.0,2025-02-24
C01490,43,M,Lucknow,91800.0,2023-05-13
C01491,38,F,Ahmedabad,46900.0,2023-01-14
C01492,39,F,Jaipur,60900.0,2025-12-03
C01493,24,F,Hyderabad,98600.0,2023-10-22
C01494,31,F,Kolkata,53100.0,2026-02-01
C01495,32,F,Ahmedabad,60600.0,2024-03-20
C01496,24,F,Chennai,52700.0,2025-12-21
C01497,26,F,Delhi,96000.0,2024-02-16
C01498,65,F,Kolkata,49000.0,2024-09-21
C01499,25,F,Jaipur,98000.0,2023-11-17
C01500,40,F,Pune,52500.0,2026-02-28
C01501,46,F,Delhi,37400.0,2025-03-28
C01502,35,F,Hyderabad,74700.0,2026-05-07
C01503,48,F,Bengaluru,48000.0,2025-06-23
C01504,47,M,Hyderabad,72700.0,2023-02-05
C01505,56,M,Lucknow,16100.0,2025-03-01
C01506,52,Other,Kolkata,55100.0,2026-05-24
C01507,35,F,Lucknow,44700.0,2024-08-08
C01508,59,F,Ahmedabad,34100.0,2023-11-02
C01509,56,F,Mumbai,42900.0,2025-10-04
C01510,34,F,Ahmedabad,42500.0,2025-06-11
C01511,31,F,Pune,,2023-01-12
C01512,48,F,Kolkata,29700.0,2023-03-24
C01513,41,F,Mumbai,63400.0,2025-11-21
C01514,52,M,Delhi,101700.0,2026-01-14
C01515,61,M,Mumbai,62400.0,2025-08-14
C01516,62,M,Pune,79200.0,2024-12-13
C01517,51,M,Chennai,90000.0,2023-08-29
C01518,20,F,Lucknow,95900.0,2025-06-16
C01519,54,M,Jaipur,127600.0,2025-06-14
C01520,60,M,Ahmedabad,43900.0,2025-06-25
C01521,57,M,Kolkata,39800.0,2025-01-25
C01522,43,M,Pune,78200.0,2025-10-21
C01523,40,F,Bengaluru,75600.0,2024-08-23
C01524,61,F,Jaipur,78000.0,2023-10-09
C01525,56,F,Pune,128700.0,2024-10-12
C01526,32,M,Bengaluru,55300.0,2024-08-21
C01527,21,M,Bengaluru,66600.0,2025-09-05
C01528,46,M,Bengaluru,35400.0,2026-02-16
C01529,39,F,Chennai,143800.0,2025-10-08
C01530,42,M,Mumbai,47300.0,2025-06-18
C01531,30,F,Hyderabad,47900.0,2026-01-08
C01532,35,M,Ahmedabad,47100.0,2025-06-12
C01533,50,F,Bengaluru,41100.0,2025-08-14
C01534,33,M,Pune,39600.0,2023-08-07
C01535,62,M,Delhi,43500.0,2024-12-27
C01536,59,F,Delhi,29700.0,2025-10-05
C01537,61,M,Kolkata,38600.0,2024-06-01
C01538,19,M,Lucknow,132200.0,2025-03-22
C01539,52,F,Bengaluru,76600.0,2024-05-16
C01540,59,F,Pune,83400.0,2023-02-27
C01541,51,F,Bengaluru,93400.0,2025-03-24
C01542,47,M,Chennai,125500.0,2024-09-05
C01543,30,M,Lucknow,24800.0,2024-03-01
C01544,30,M,Bengaluru,31600.0,2025-06-01
C01545,35,M,Ahmedabad,38300.0,2024-03-07
C01546,49,F,Delhi,44500.0,2026-05-04
C01547,49,F,Bengaluru,48000.0,2025-08-05
C01548,52,M,Ahmedabad,45000.0,2025-07-23
C01549,56,F,Ahmedabad,60700.0,2024-02-09
C01550,63,M,Mumbai,55900.0,2024-05-06
C01551,46,F,Ahmedabad,39700.0,2023-03-07
C01552,46,M,Lucknow,20700.0,2025-06-30
C01553,61,M,Delhi,35200.0,2024-01-26
C01554,33,F,Kolkata,43000.0,2023-03-24
C01555,61,F,Chennai,49200.0,2025-09-29
C01556,64,F,Delhi,33100.0,2024-04-25
C01557,27,M,Pune,44100.0,2025-02-15
C01558,47,M,Kolkata,33100.0,2026-06-06
C01559,42,F,Ahmedabad,52000.0,2025-02-23
C01560,56,M,Bengaluru,33900.0,2026-06-02
C01561,37,F,Mumbai,37500.0,2026-02-10
C01562,22,M,Kolkata,30500.0,2024-10-13
C01563,18,F,Pune,51300.0,2026-04-23
C01564,47,F,Pune,37200.0,2026-04-11
C01565,20,M,Kolkata,82700.0,2024-06-06
C01566,62,F,Mumbai,66000.0,2023-07-24
C01567,31,F,Ahmedabad,53300.0,2025-01-11
C01568,47,M,Lucknow,38400.0,2023-11-15
C01569,21,F,Pune,65300.0,2026-03-28
C01570,35,F,Ahmedabad,75000.0,2023-10-05
C01571,54,M,Lucknow,,2025-06-20
C01572,42,M,Lucknow,113200.0,2023-05-28
C01573,65,M,Pune,67600.0,2025-02-16
C01574,18,F,Kolkata,83000.0,2026-01-11
C01575,63,F,Lucknow,58400.0,2024-02-23
C01576,32,F,Bengaluru,74500.0,2024-06-21
C01577,26,Other,Delhi,38400.0,2024-01-27
C01578,32,F,Chennai,44700.0,2026-03-02
C01579,41,F,Pune,64400.0,2025-07-28
C01580,21,M,Jaipur,64200.0,2023-08-30
C01581,29,F,Lucknow,69100.0,2025-09-25
C01582,54,M,Hyderabad,90200.0,2026-05-08
C01583,54,F,Bengaluru,29000.0,2026-02-14
C01584,60,M,Jaipur,35500.0,2026-05-27
C01585,23,M,Ahmedabad,61000.0,2023-08-31
C01586,56,M,Chennai,39700.0,2025-09-02
C01587,63,M,Mumbai,251500.0,2024-11-14
C01588,41,F,Lucknow,69400.0,2024-08-10
C01589,28,M,Mumbai,53100.0,2026-05-17
C01590,30,F,Chennai,43600.0,2024-09-08
C01591,51,F,Bengaluru,44300.0,2023-01-26
C01592,42,F,Bengaluru,55800.0,2025-05-12
C01593,24,M,Chennai,57800.0,2023-03-20
C01594,21,M,Bengaluru,44800.0,2025-10-08
C01595,25,F,Lucknow,48600.0,2023-05-08
C01596,37,F,Chennai,100700.0,2024-02-17
C01597,46,M,Pune,102600.0,2023-05-17
C01598,62,M,Hyderabad,61600.0,2024-07-01
C01599,63,M,Ahmedabad,30100.0,2024-01-23
C01600,27,F,Delhi,70100.0,2024-07-24
C01601,60,M,Kolkata,110700.0,2026-06-07
C01602,51,F,Hyderabad,101900.0,2025-10-12
C01603,43,F,Delhi,76500.0,2024-02-25
C01604,58,M,Kolkata,104300.0,2026-02-21
C01605,20,Other,Mumbai,56300.0,2026-01-16
C01606,23,F,Hyderabad,73000.0,2023-05-21
C01607,22,F,Jaipur,40500.0,2023-02-20
C01608,22,F,Hyderabad,62700.0,2025-09-13
C01609,64,F,Bengaluru,100000.0,2025-07-17
C01610,40,F,Lucknow,42200.0,2024-10-23
C01611,26,M,Lucknow,37300.0,2024-01-01
C01612,52,M,Delhi,57500.0,2025-06-26
C01613,37,M,Bengaluru,49700.0,2025-09-24
C01614,59,M,Mumbai,73700.0,2025-05-03
C01615,52,M,Lucknow,44900.0,2023-09-15
C01616,35,M,Ahmedabad,119200.0,2023-02-14
C01617,34,M,Mumbai,30800.0,2023-09-26
C01618,41,F,Bengaluru,96700.0,2024-11-02
C01619,20,F,Bengaluru,39000.0,2025-10-15
C01620,49,F,Delhi,24500.0,2025-05-06
C01621,52,F,Pune,61200.0,2023-05-25
C01622,55,F,Lucknow,49000.0,2023-08-23
C01623,30,F,Bengaluru,33400.0,2024-11-21
C01624,64,M,Bengaluru,25800.0,2024-12-20
C01625,42,M,Ahmedabad,54800.0,2026-03-05
C01626,26,F,Hyderabad,85300.0,2023-12-19
C01627,21,F,Hyderabad,71600.0,2025-09-20
C01628,31,F,Bengaluru,56400.0,2023-10-02
C01629,54,M,Mumbai,68200.0,2025-06-28
C01630,51,M,Ahmedabad,54300.0,2026-04-21
C01631,28,F,Mumbai,28900.0,2024-03-15
C01632,58,F,Kolkata,29000.0,2025-12-22
C01633,20,M,Pune,50200.0,2025-05-21
C01634,45,M,Hyderabad,51200.0,2024-10-12
C01635,46,F,Hyderabad,80700.0,2025-07-31
C01636,26,F,Ahmedabad,77300.0,2023-02-03
C01637,20,M,Chennai,72200.0,2024-12-05
C01638,42,F,Mumbai,48500.0,2025-05-16
C01639,51,M,Lucknow,29500.0,2025-09-11
C01640,29,M,Ahmedabad,66200.0,2025-04-11
C01641,59,F,Delhi,69700.0,2026-01-15
C01642,26,M,Chennai,18800.0,2026-05-18
C01643,32,F,Jaipur,37800.0,2024-04-06
C01644,57,F,Mumbai,40300.0,2023-03-22
C01645,42,F,Chennai,58000.0,2023-11-18
C01646,22,M,Ahmedabad,38300.0,2024-02-19
C01647,28,M,Lucknow,54100.0,2025-09-18
C01648,51,M,Delhi,50000.0,2023-07-09
C01649,41,F,Pune,51200.0,2026-06-10
C01650,32,F,Chennai,39800.0,2024-01-27
C01651,55,F,Pune,41300.0,2026-04-07
C01652,25,F,Bengaluru,33800.0,2023-06-17
C01653,22,F,Hyderabad,65300.0,2026-06-08
C01654,65,F,Kolkata,71100.0,2026-03-19
C01655,43,M,Hyderabad,38900.0,2024-10-25
C01656,35,M,Jaipur,109000.0,2024-01-16
C01657,23,F,Lucknow,47700.0,2025-06-16
C01658,54,M,Delhi,109500.0,2025-05-13
C01659,65,M,Pune,41200.0,2023-03-03
C01660,30,F,Ahmedabad,22100.0,2024-06-11
C01661,45,F,Pune,65900.0,2025-05-11
C01662,22,M,Lucknow,61500.0,2023-05-30
C01663,30,F,Ahmedabad,55900.0,2026-03-11
C01664,34,F,Ahmedabad,41200.0,2023-04-26
C01665,57,F,Jaipur,54200.0,2025-04-03
C01666,62,M,Lucknow,43700.0,2023-03-06
C01667,49,M,Chennai,48000.0,2023-11-06
C01668,46,F,Hyderabad,80300.0,2024-12-06
C01669,20,F,Bengaluru,59800.0,2025-05-03
C01670,57,F,Pune,72400.0,2025-10-20
C01671,51,F,Chennai,49600.0,2026-03-30
C01672,57,M,Bengaluru,47200.0,2023-11-02
C01673,44,M,Delhi,32700.0,2025-05-22
C01674,30,F,Kolkata,46600.0,2023-06-18
C01675,62,M,Pune,12300.0,2025-10-27
C01676,50,M,Jaipur,42200.0,2026-03-01
C01677,23,F,Bengaluru,53000.0,2024-08-10
C01678,41,M,Ahmedabad,70900.0,2025-01-31
C01679,36,M,Chennai,48700.0,2023-12-13
C01680,33,M,Hyderabad,64300.0,2025-08-12
C01681,57,M,Jaipur,20600.0,2025-01-04
C01682,45,M,Pune,53600.0,2026-06-30
C01683,50,F,Lucknow,25800.0,2024-02-14
C01684,65,F,Chennai,31900.0,2024-06-26
C01685,58,M,Jaipur,50600.0,2023-12-21
C01686,30,F,Kolkata,97700.0,2024-12-13
C01687,60,M,Pune,65000.0,2024-08-06
C01688,62,F,Delhi,55500.0,2024-05-25
C01689,42,F,Hyderabad,54500.0,2024-06-16
C01690,59,F,Delhi,39900.0,2024-06-11
C01691,53,F,Bengaluru,43100.0,2025-08-04
C01692,44,M,Lucknow,66700.0,2026-04-13
