transaction_id,customer_id,merchant_id,transaction_date,amount,payment_product,payment_channel,transaction_status
T0013292,C04850,M0081,2026-06-25,670.25,NETC,Toll Plaza,Success
T0013293,C01952,M0124,2025-11-21,959.31,UPI,QR,Success
T0013294,C01446,M0227,2026-05-17,5082.06,RuPay,ATM,Success
T0013295,C04828,M0408,2025-05-20,371.07,NETC,FASTag,Success
T0013296,C00021,M0109,2025-02-12,1220.22,RuPay,ATM,Failed
T0013297,C04401,M0176,2025-10-12,401.35,UPI,UPI Lite,Success
T0013298,C03425,M0022,2025-07-06,492.09,Acceptance,QR,Success
T0013299,C04700,M0324,2025-03-22,659.79,UPI,UPI Lite,Success
T0013300,C01010,M0179,2025-11-29,710.4,UPI,UPI Lite,Success
T0013301,C04541,M0246,2025-08-31,1017.34,RuPay,E-commerce,Success
T0013302,C01082,M0201,2026-06-21,485.12,UPI,Mobile App,Success
T0013303,C02649,M0446,2025-07-04,498.16,UPI,QR,Success
T0013304,C04853,M0116,2025-03-31,3502.25,RuPay,POS,Success
T0013305,C04420,M0451,2026-01-18,1208.41,UPI,UPI Lite,Success
T0013306,C02464,M0400,2026-01-20,1077.26,NETC,Toll Plaza,Success
T0013307,C03757,M0053,2025-11-12,246.5,UPI,QR,Success
T0013308,C02453,M0166,2025-02-28,1331.17,UPI,Mobile App,Success
T0013309,C03995,M0176,2026-01-05,1204.98,Acceptance,POS,Success
T0013310,C03968,M0187,2025-03-12,370.95,UPI,QR,Success
T0013311,C03742,M0263,2025-11-26,857.02,UPI,Mobile App,Success
T0013312,C03914,M0468,2025-03-02,452.65,RuPay,ATM,Success
T0013313,C03797,M0301,2026-05-02,1402.49,UPI,Mobile App,Failed
T0013314,C00385,M0445,2025-07-02,263.58,UPI,QR,Success
T0013315,C04105,M0082,2025-06-17,846.32,UPI,QR,Success
T0013316,C02563,M0224,2025-07-26,1108.23,UPI,Mobile App,Success
T0013317,C02218,M0075,2025-08-15,366.19,UPI,UPI Lite,Failed
T0013318,C00147,M0094,2025-03-04,715.46,UPI,Mobile App,Success
T0013319,C03590,M0472,2025-05-05,411.47,UPI,QR,Success
T0013320,C01927,M0411,2026-03-22,283.0,UPI,UPI Lite,Success
T0013321,C03755,M0031,2025-08-06,630.0,UPI,QR,Success
T0013322,C00080,M0198,2026-04-10,404.55,UPI,Mobile App,Success
T0013323,C04900,M0219,2025-12-15,637.97,NETC,Toll Plaza,Success
T0013324,C03538,M0079,2025-10-07,1150.68,UPI,Mobile App,Reversed
T0013325,C01760,M0057,2026-06-01,610.15,UPI,QR,Success
T0013326,C00978,M0013,2026-04-09,384.64,UPI,Mobile App,Success
T0013327,C04903,M0184,2025-02-27,404.48,UPI,Mobile App,Success
T0013328,C02805,M0263,2025-10-03,300.08,UPI,Mobile App,Success
T0013329,C01586,M0167,2026-05-19,820.78,UPI,Mobile App,Success
T0013330,C04391,M0096,2025-05-28,962.24,RuPay,E-commerce,Success
T0013331,C01154,M0307,2025-04-09,350.62,UPI,Mobile App,Success
T0013332,C00613,M0382,2026-03-27,462.4,NETC,Toll Plaza,Failed
T0013333,C02931,M0340,2025-01-02,3316.57,RuPay,ATM,Success
T0013334,C01811,M0460,2025-07-07,835.03,NETC,FASTag,Success
T0013335,C03579,M0367,2025-07-07,663.32,UPI,UPI Lite,Success
T0013336,C04165,M0082,2026-01-26,325.14,UPI,Mobile App,Failed
T0013337,C04652,M0125,2025-11-08,2563.91,Acceptance,POS,Success
T0013338,C02957,M0057,2026-06-11,203.79,UPI,Mobile App,Failed
T0013339,C04596,M0174,2026-04-22,830.35,UPI,QR,Success
T0013340,C03207,M0014,2026-01-31,488.13,UPI,UPI Lite,Success
T0013341,C00830,M0056,2025-12-01,961.95,RuPay,ATM,Failed
T0013342,C04598,M0402,2026-05-07,142.09,UPI,UPI Lite,Success
T0013343,C00974,M0379,2026-04-03,464.87,UPI,QR,Success
T0013344,C03417,M0469,2026-04-11,856.44,UPI,UPI Lite,Success
T0013345,C00730,M0097,2025-02-26,501.6,UPI,QR,Success
T0013346,C00901,M0239,2025-07-19,637.35,NETC,FASTag,Success
T0013347,C00660,M0054,2025-05-21,518.58,UPI,Mobile App,Success
T0013348,C00761,M0309,2025-12-26,2070.29,UPI,UPI Lite,Success
T0013349,C00332,M0427,2025-08-28,1318.3,RuPay,POS,Success
T0013350,C00959,M0094,2025-05-22,257.38,UPI,UPI Lite,Reversed
T0013351,C03492,M0018,2025-01-19,456.59,UPI,Mobile App,Success
T0013352,C01759,M0387,2025-01-19,1010.06,UPI,UPI Lite,Success
T0013353,C04409,M0436,2026-05-23,888.55,UPI,Mobile App,Success
T0013354,C01856,M0160,2026-03-01,700.48,UPI,Mobile App,Success
T0013355,C03210,M0386,2025-12-14,951.48,NETC,FASTag,Success
T0013356,C00355,M0372,2026-05-12,638.04,UPI,UPI Lite,Failed
T0013357,C02273,M0139,2025-07-01,263.1,UPI,UPI Lite,Success
T0013358,C04710,M0002,2026-05-10,350.02,UPI,Mobile App,Success
T0013359,C04195,M0351,2025-04-26,476.45,NETC,FASTag,Success
T0013360,C04891,M0483,2025-07-26,1204.9,RuPay,POS,Success
T0013361,C02439,M0413,2025-08-24,956.17,UPI,Mobile App,Success
T0013362,C03163,M0221,2025-12-11,3206.62,UPI,UPI Lite,Failed
T0013363,C03881,M0097,2025-02-02,351.3,UPI,Mobile App,Success
T0013364,C00204,M0387,2025-03-04,485.95,RuPay,POS,Success
T0013365,C03966,M0316,2026-06-30,4553.74,RuPay,POS,Success
T0013366,C01774,M0312,2026-03-05,419.7,UPI,QR,Success
T0013367,C00609,M0129,2026-05-21,450.22,UPI,QR,Success
T0013368,C02681,M0448,2025-09-24,247.03,UPI,UPI Lite,Success
T0013369,C01141,M0250,2025-04-19,324.95,UPI,Mobile App,Success
T0013370,C04162,M0012,2025-08-06,410.67,UPI,QR,Success
T0013371,C02179,M0112,2026-01-07,1865.8,RuPay,ATM,Success
T0013372,C04875,M0133,2025-11-02,619.82,UPI,QR,Success
T0013373,C04997,M0238,2025-10-12,812.39,NETC,Toll Plaza,Success
T0013374,C04924,M0206,2026-06-23,655.95,UPI,Mobile App,Success
T0013375,C00739,M0180,2025-03-17,1236.67,RuPay,E-commerce,Success
T0013376,C02701,M0492,2026-04-09,1733.43,UPI,QR,Success
T0013377,C03724,M0495,2025-04-07,668.45,NETC,FASTag,Success
T0013378,C00658,M0481,2026-03-01,393.54,UPI,Mobile App,Success
T0013379,C02727,M0327,2025-02-23,906.56,RuPay,E-commerce,Success
T0013380,C01110,M0427,2025-05-29,565.05,UPI,UPI Lite,Success
T0013381,C03213,M0229,2025-11-29,178.18,UPI,QR,Success
T0013382,C02165,M0314,2025-04-26,1054.61,Acceptance,QR,Success
T0013383,C00147,M0158,2026-04-07,557.46,UPI,UPI Lite,Success
T0013384,C04056,M0018,2026-06-18,621.34,NETC,FASTag,Success
T0013385,C04632,M0037,2025-03-13,452.25,UPI,UPI Lite,Success
T0013386,C03230,M0146,2026-03-28,546.53,RuPay,POS,Success
T0013387,C04515,M0164,2025-03-24,445.61,Acceptance,QR,Success
T0013388,C02619,M0055,2025-02-01,212.11,UPI,UPI Lite,Success
T0013389,C03601,M0330,2025-10-03,262.13,UPI,UPI Lite,Success
T0013390,C03376,M0312,2025-07-25,486.05,UPI,UPI Lite,Success
T0013391,C03639,M0060,2026-04-29,870.98,Acceptance,E-commerce,Success
T0013392,C02318,M0094,2026-02-27,401.5,UPI,Mobile App,Success
T0013393,C00922,M0078,2026-01-25,866.32,NETC,Toll Plaza,Success
T0013394,C04788,M0341,2025-02-11,991.85,UPI,UPI Lite,Success
T0013395,C04908,M0215,2025-06-01,948.12,Acceptance,E-commerce,Success
T0013396,C03540,M0047,2025-02-21,2229.06,UPI,Mobile App,Success
T0013397,C03891,M0149,2025-02-09,1000.04,Acceptance,QR,Success
T0013398,C04338,M0416,2026-03-29,384.91,UPI,QR,Success
T0013399,C04030,M0158,2025-06-15,1008.27,UPI,UPI Lite,Success
T0013400,C02979,M0352,2025-12-13,192.16,UPI,Mobile App,Success
T0013401,C01088,M0425,2025-01-22,1210.76,RuPay,ATM,Success
T0013402,C03167,M0058,2025-10-31,1460.22,UPI,Mobile App,Failed
T0013403,C02097,M0190,2026-05-23,499.79,Acceptance,POS,Failed
T0013404,C02193,M0425,2025-08-10,1822.99,RuPay,E-commerce,Success
T0013405,C00917,M0076,2025-07-08,6340.49,RuPay,POS,Success
T0013406,C04494,M0376,2026-03-16,281.31,UPI,Mobile App,Reversed
T0013407,C04867,M0402,2025-06-20,500.9,Acceptance,E-commerce,Success
T0013408,C04767,M0422,2025-06-21,210.01,UPI,QR,Success
T0013409,C00428,M0047,2025-01-23,138.45,UPI,UPI Lite,Success
T0013410,C03089,M0441,2026-01-05,926.09,NETC,FASTag,Success
T0013411,C04177,M0406,2025-03-18,672.09,UPI,QR,Success
T0013412,C02232,M0045,2026-03-17,380.1,UPI,QR,Success
T0013413,C00709,M0055,2025-08-18,1537.67,Acceptance,POS,Success
T0013414,C03664,M0423,2026-05-28,295.16,UPI,QR,Success
T0013415,C01982,M0108,2025-06-06,505.56,UPI,UPI Lite,Success
T0013416,C01389,M0452,2026-02-03,233.71,UPI,QR,Failed
T0013417,C00203,M0424,2025-11-18,168.34,UPI,Mobile App,Reversed
T0013418,C03303,M0458,2026-06-19,649.21,UPI,Mobile App,Success
T0013419,C04695,M0477,2025-09-16,191.33,UPI,Mobile App,Success
T0013420,C04102,M0363,2026-05-09,4174.53,RuPay,ATM,Success
T0013421,C02405,M0016,2025-11-05,298.71,UPI,QR,Failed
T0013422,C03521,M0354,2025-05-09,426.03,UPI,UPI Lite,Reversed
T0013423,C03218,M0318,2025-06-15,285.5,UPI,QR,Success
T0013424,C02103,M0467,2025-11-16,3631.68,RuPay,E-commerce,Failed
T0013425,C00147,M0458,2026-05-04,290.07,UPI,QR,Success
T0013426,C04682,M0204,2026-04-09,1143.84,UPI,UPI Lite,Success
T0013427,C00980,M0392,2026-01-14,870.17,NETC,FASTag,Failed
T0013428,C00736,M0463,2025-11-29,893.46,RuPay,POS,Success
T0013429,C00695,M0419,2026-03-10,242.63,UPI,UPI Lite,Success
T0013430,C00854,M0416,2026-03-11,1887.94,Acceptance,POS,Success
T0013431,C00248,M0089,2026-03-20,597.95,UPI,QR,Success
T0013432,C02180,M0342,2025-04-17,2646.54,RuPay,E-commerce,Success
T0013433,C04538,M0234,2025-03-04,534.33,NETC,Toll Plaza,Success
T0013434,C02304,M0430,2025-12-19,247.27,UPI,QR,Success
T0013435,C01410,M0172,2025-12-26,256.22,UPI,Mobile App,Success
T0013436,C02553,M0080,2026-05-29,722.71,NETC,Toll Plaza,Success
T0013437,C03772,M0233,2025-07-06,2513.05,Acceptance,E-commerce,Failed
T0013438,C02464,M0466,2025-12-16,278.94,UPI,QR,Success
T0013439,C03738,M0498,2026-01-15,284.28,UPI,UPI Lite,Success
T0013440,C00986,M0219,2025-04-16,445.58,NETC,FASTag,Success
T0013441,C04055,M0435,2025-11-05,2165.95,UPI,Mobile App,Success
T0013442,C03135,M0148,2025-02-12,2704.65,RuPay,ATM,Success
T0013443,C04001,M0237,2025-09-03,1428.24,RuPay,POS,Success
T0013444,C01933,M0056,2025-12-16,811.07,NETC,Toll Plaza,Success
T0013445,C01421,M0339,2025-01-27,834.41,UPI,UPI Lite,Success
T0013446,C04897,M0081,2025-03-19,840.31,NETC,Toll Plaza,Success
T0013447,C00123,M0351,2026-01-12,1035.69,UPI,QR,Success
T0013448,C02318,M0136,2025-03-20,316.62,UPI,QR,Success
T0013449,C00686,M0435,2026-04-25,338.72,Acceptance,POS,Success
T0013450,C01662,M0372,2025-02-24,975.79,UPI,Mobile App,Failed
T0013451,C01921,M0257,2025-03-21,2681.06,RuPay,ATM,Success
T0013452,C02876,M0092,2026-04-17,707.85,RuPay,ATM,Success
T0013453,C03633,M0171,2025-10-05,235.42,UPI,Mobile App,Success
T0013454,C04432,M0373,2025-10-19,206.96,UPI,UPI Lite,Success
T0013455,C04957,M0369,2026-01-01,352.14,UPI,QR,Success
T0013456,C03901,M0090,2025-08-21,1063.76,NETC,Toll Plaza,Success
T0013457,C02164,M0065,2025-10-06,639.93,UPI,UPI Lite,Success
T0013458,C02839,M0124,2025-01-20,1733.82,Acceptance,E-commerce,Success
T0013459,C03461,M0059,2025-11-22,1388.69,UPI,Mobile App,Success
T0013460,C01920,M0477,2025-07-26,9337.64,RuPay,E-commerce,Success
T0013461,C02098,M0297,2025-01-02,352.2,UPI,QR,Success
T0013462,C01172,M0473,2025-03-04,1050.37,UPI,UPI Lite,Success
T0013463,C00555,M0225,2025-11-17,494.32,UPI,QR,Success
T0013464,C03208,M0394,2025-11-02,1840.2,Acceptance,E-commerce,Success
T0013465,C03290,M0483,2025-12-19,428.85,UPI,Mobile App,Success
T0013466,C04009,M0421,2026-02-25,1750.12,RuPay,E-commerce,Success
T0013467,C04602,M0401,2026-05-28,592.24,UPI,QR,Success
T0013468,C01817,M0372,2025-05-02,870.77,RuPay,E-commerce,Success
T0013469,C01878,M0014,2026-01-02,984.68,UPI,UPI Lite,Success
T0013470,C00189,M0084,2025-11-01,455.66,UPI,UPI Lite,Success
T0013471,C01441,M0016,2025-01-25,416.28,UPI,QR,Success
T0013472,C01221,M0388,2025-02-23,602.11,Acceptance,QR,Success
T0013473,C02598,M0018,2025-12-04,390.39,UPI,Mobile App,Success
T0013474,C02869,M0237,2025-09-05,217.07,UPI,QR,Failed
T0013475,C02062,M0423,2026-03-20,342.14,UPI,QR,Success
T0013476,C02908,M0004,2026-03-06,363.82,UPI,UPI Lite,Success
T0013477,C01716,M0218,2025-09-24,679.24,UPI,QR,Success
T0013478,C03536,M0141,2026-04-15,5967.85,RuPay,E-commerce,Success
T0013479,C00612,M0054,2026-06-03,1200.31,NETC,FASTag,Success
T0013480,C02510,M0217,2025-07-04,3291.5,RuPay,E-commerce,Success
T0013481,C02926,M0277,2025-01-12,932.31,UPI,UPI Lite,Success
T0013482,C00284,M0397,2025-12-22,4397.32,RuPay,POS,Success
T0013483,C02671,M0341,2026-03-11,254.38,UPI,Mobile App,Success
T0013484,C04095,M0335,2026-03-17,291.88,UPI,QR,Success
T0013485,C01628,M0287,2025-11-23,438.42,UPI,QR,Success
T0013486,C01612,M0005,2026-04-29,66.79,UPI,UPI Lite,Success
T0013487,C00717,M0341,2025-03-16,264.39,UPI,UPI Lite,Success
T0013488,C04630,M0341,2025-08-29,1666.66,UPI,QR,Success
T0013489,C00682,M0265,2025-07-02,437.71,UPI,QR,Success
T0013490,C03440,M0498,2025-03-28,1519.26,UPI,QR,Success
T0013491,C04257,M0045,2026-06-09,339.91,UPI,Mobile App,Success
T0013492,C04270,M0457,2026-01-28,1166.41,UPI,UPI Lite,Success
T0013493,C01523,M0393,2026-04-27,688.68,Acceptance,QR,Success
T0013494,C01360,M0137,2025-12-04,405.79,Acceptance,POS,Success
T0013495,C02074,M0206,2025-07-27,320.55,UPI,QR,Success
T0013496,C01790,M0442,2025-12-04,811.83,UPI,Mobile App,Reversed
T0013497,C03576,M0022,2025-02-22,639.55,NETC,Toll Plaza,Success
T0013498,C03371,M0440,2025-11-10,636.85,UPI,UPI Lite,Success
T0013499,C02485,M0004,2026-05-02,260.38,UPI,Mobile App,Success
T0013500,C01819,M0427,2025-11-25,7946.36,RuPay,POS,Success
T0013501,C02059,M0158,2025-11-26,259.4,UPI,UPI Lite,Success
T0013502,C02667,M0460,2025-08-15,1030.85,UPI,QR,Success
T0013503,C01434,M0101,2025-01-20,685.69,UPI,QR,Success
T0013504,C03406,M0157,2025-04-24,3656.85,RuPay,E-commerce,Success
T0013505,C03385,M0144,2025-06-01,1222.08,UPI,Mobile App,Success
T0013506,C03073,M0015,2025-12-22,303.06,NETC,FASTag,Success
T0013507,C00523,M0264,2026-01-22,1058.59,NETC,Toll Plaza,Success
T0013508,C01694,M0330,2025-09-25,1078.57,RuPay,POS,Success
T0013509,C04184,M0271,2025-06-10,2193.44,RuPay,E-commerce,Success
T0013510,C02290,M0188,2025-02-08,450.83,RuPay,ATM,Success
T0013511,C01156,M0110,2026-02-01,670.08,UPI,Mobile App,Success
T0013512,C00598,M0417,2025-08-14,657.9,NETC,FASTag,Success
T0013513,C01646,M0456,2026-03-16,334.38,NETC,Toll Plaza,Success
T0013514,C02159,M0041,2025-08-17,1024.61,RuPay,POS,Failed
T0013515,C02337,M0348,2025-12-15,447.25,UPI,QR,Success
T0013516,C01858,M0461,2025-05-12,593.8,UPI,QR,Success
T0013517,C01715,M0249,2025-03-04,427.38,UPI,UPI Lite,Failed
T0013518,C03739,M0213,2025-02-14,383.92,UPI,QR,Success
T0013519,C04897,M0500,2025-04-20,1645.41,UPI,QR,Success
T0013520,C02785,M0489,2025-09-06,484.35,Acceptance,QR,Success
T0013521,C03177,M0333,2026-06-19,1035.52,UPI,QR,Success
T0013522,C00203,M0187,2025-03-23,7032.95,Acceptance,POS,Success
T0013523,C02899,M0289,2025-01-16,1410.78,Acceptance,QR,Success
T0013524,C03573,M0214,2025-12-06,424.86,UPI,Mobile App,Success
T0013525,C01265,M0170,2025-07-15,652.1,UPI,Mobile App,Success
T0013526,C02460,M0271,2025-06-10,1237.46,NETC,Toll Plaza,Success
T0013527,C01238,M0470,2026-06-06,1024.87,NETC,FASTag,Success
T0013528,C01555,M0019,2025-09-08,1058.16,NETC,FASTag,Success
T0013529,C03743,M0174,2026-03-08,452.33,UPI,QR,Success
T0013530,C00053,M0460,2025-09-12,502.91,UPI,UPI Lite,Success
T0013531,C03583,M0112,2025-06-03,1321.38,Acceptance,E-commerce,Success
T0013532,C03160,M0245,2025-11-08,2224.62,RuPay,E-commerce,Success
T0013533,C00672,M0473,2025-12-20,92.64,UPI,UPI Lite,Success
T0013534,C04105,M0218,2026-04-30,918.15,UPI,Mobile App,Success
T0013535,C00691,M0345,2025-03-26,176.04,UPI,Mobile App,Success
T0013536,C00083,M0219,2026-03-07,3025.1,Acceptance,POS,Success
T0013537,C04321,M0231,2025-05-21,634.16,UPI,UPI Lite,Success
T0013538,C03569,M0413,2026-01-16,2135.6,UPI,QR,Success
T0013539,C02478,M0478,2025-02-25,4582.33,Acceptance,QR,Success
T0013540,C01452,M0469,2026-01-16,355.06,Acceptance,QR,Success
T0013541,C02021,M0343,2026-02-22,567.91,UPI,UPI Lite,Success
T0013542,C02126,M0266,2025-12-31,568.81,UPI,Mobile App,Failed
T0013543,C01176,M0061,2026-04-16,1331.28,UPI,UPI Lite,Success
T0013544,C01080,M0287,2025-09-12,191.96,UPI,QR,Success
T0013545,C02405,M0386,2025-12-24,441.1,UPI,QR,Success
T0013546,C01283,M0395,2025-08-17,686.44,UPI,UPI Lite,Success
T0013547,C00535,M0424,2026-06-12,661.77,UPI,UPI Lite,Success
T0013548,C03849,M0295,2025-09-01,429.76,Acceptance,POS,Success
T0013549,C04667,M0472,2026-01-04,805.72,NETC,Toll Plaza,Success
T0013550,C04674,M0050,2025-07-29,1112.84,RuPay,ATM,Success
T0013551,C02454,M0134,2025-05-19,384.59,UPI,UPI Lite,Success
T0013552,C02163,M0412,2025-11-02,304.65,UPI,Mobile App,Success
T0013553,C01827,M0396,2025-09-11,242.28,UPI,Mobile App,Success
T0013554,C03999,M0349,2025-11-29,404.85,UPI,QR,Success
T0013555,C03693,M0226,2026-05-09,232.56,UPI,QR,Success
T0013556,C01840,M0304,2025-01-22,731.29,UPI,QR,Success
T0013557,C04060,M0312,2025-10-27,235.63,UPI,UPI Lite,Success
T0013558,C00331,M0210,2025-12-28,2167.68,RuPay,E-commerce,Success
T0013559,C02773,M0161,2026-02-09,286.62,UPI,QR,Success
T0013560,C01528,M0394,2026-05-30,154.35,UPI,QR,Success
T0013561,C04184,M0137,2025-08-11,344.71,UPI,UPI Lite,Success
T0013562,C00574,M0102,2025-11-03,2183.94,RuPay,ATM,Success
T0013563,C03696,M0486,2026-03-17,4211.52,RuPay,POS,Success
T0013564,C00524,M0443,2025-04-21,1913.5,UPI,QR,Success
T0013565,C01172,M0150,2025-01-25,870.57,RuPay,E-commerce,Success
T0013566,C02554,M0177,2025-05-09,2622.49,RuPay,E-commerce,Success
T0013567,C04180,M0376,2025-02-13,653.55,UPI,QR,Failed
T0013568,C01422,M0205,2026-01-17,704.3,NETC,FASTag,Success
T0013569,C02232,M0208,2025-08-08,1481.92,RuPay,POS,Success
T0013570,C02217,M0228,2025-08-19,368.02,UPI,UPI Lite,Success
T0013571,C02156,M0061,2025-03-08,4456.41,RuPay,E-commerce,Success
T0013572,C00852,M0497,2025-01-26,307.55,Acceptance,POS,Success
T0013573,C01180,M0031,2025-11-21,837.13,NETC,Toll Plaza,Success
T0013574,C03596,M0113,2025-01-01,669.54,UPI,UPI Lite,Failed
T0013575,C04368,M0449,2026-04-10,302.03,UPI,QR,Success
T0013576,C01860,M0007,2025-02-20,449.76,UPI,UPI Lite,Success
T0013577,C00738,M0278,2026-05-18,666.24,UPI,Mobile App,Success
T0013578,C02813,M0222,2025-08-11,181.95,UPI,QR,Success
T0013579,C02793,M0119,2025-12-27,534.5,NETC,Toll Plaza,Success
T0013580,C02819,M0247,2026-01-27,163.89,UPI,QR,Success
T0013581,C04895,M0021,2026-03-03,591.4,UPI,UPI Lite,Success
T0013582,C02164,M0175,2026-05-04,556.12,UPI,UPI Lite,Success
T0013583,C03077,M0160,2026-04-24,815.87,NETC,FASTag,Success
T0013584,C04162,M0303,2026-06-09,254.2,UPI,Mobile App,Success
T0013585,C00527,M0322,2025-09-02,5357.42,RuPay,ATM,Success
T0013586,C00449,M0349,2025-10-24,401.21,UPI,Mobile App,Success
T0013587,C03221,M0321,2025-03-29,382.17,UPI,QR,Success
T0013588,C04162,M0106,2025-06-13,632.4,NETC,Toll Plaza,Success
T0013589,C01852,M0477,2025-08-09,5218.1,RuPay,E-commerce,Success
T0013590,C00120,M0189,2025-12-12,283.71,UPI,QR,Success
T0013591,C04485,M0085,2025-11-02,496.41,UPI,Mobile App,Success
T0013592,C04383,M0145,2025-05-04,254.95,UPI,UPI Lite,Success
T0013593,C02848,M0151,2025-04-25,182.74,UPI,UPI Lite,Success
T0013594,C01791,M0050,2025-08-15,299.78,UPI,UPI Lite,Success
T0013595,C04514,M0208,2025-11-03,130.1,UPI,UPI Lite,Success
T0013596,C03018,M0453,2026-04-25,263.31,UPI,UPI Lite,Success
T0013597,C00351,M0320,2025-09-14,477.37,NETC,Toll Plaza,Success
T0013598,C02203,M0236,2025-07-30,316.55,NETC,Toll Plaza,Success
T0013599,C03333,M0048,2026-04-09,1271.27,RuPay,POS,Success
T0013600,C01553,M0499,2026-04-21,1402.26,UPI,QR,Success
T0013601,C02251,M0013,2026-05-17,322.58,UPI,Mobile App,Success
T0013602,C03238,M0145,2025-04-15,527.2,UPI,Mobile App,Success
T0013603,C03510,M0448,2025-12-15,488.02,UPI,UPI Lite,Success
T0013604,C00048,M0074,2025-07-08,292.97,UPI,Mobile App,Success
T0013605,C02277,M0435,2026-04-08,1168.27,UPI,Mobile App,Success
T0013606,C03797,M0340,2025-06-20,456.12,UPI,QR,Success
T0013607,C04025,M0351,2025-08-06,2574.89,RuPay,ATM,Success
T0013608,C03185,M0025,2025-10-08,846.46,UPI,UPI Lite,Success
T0013609,C01893,M0276,2025-11-13,250.17,UPI,Mobile App,Success
T0013610,C00898,M0375,2026-01-10,537.52,Acceptance,POS,Reversed
T0013611,C01739,M0230,2026-06-01,273.52,UPI,QR,Success
T0013612,C00969,M0059,2025-01-05,1694.62,RuPay,E-commerce,Success
T0013613,C03003,M0225,2025-08-05,409.42,UPI,UPI Lite,Success
T0013614,C03161,M0197,2025-03-03,108.44,UPI,QR,Success
T0013615,C04742,M0021,2025-07-18,305.18,UPI,QR,Success
T0013616,C04107,M0202,2025-03-14,1407.06,UPI,UPI Lite,Success
T0013617,C03099,M0383,2025-07-01,845.08,UPI,QR,Success
T0013618,C02504,M0084,2025-12-05,661.95,UPI,QR,Success
T0013619,C01471,M0242,2025-01-10,210.36,UPI,QR,Failed
T0013620,C03500,M0473,2025-10-22,1311.64,RuPay,E-commerce,Success
T0013621,C03753,M0289,2025-07-10,1054.88,UPI,QR,Success
T0013622,C03631,M0462,2025-03-30,5140.24,RuPay,E-commerce,Success
T0013623,C02639,M0447,2026-04-16,269.74,UPI,QR,Success
T0013624,C02562,M0094,2025-05-21,523.41,UPI,Mobile App,Success
T0013625,C04495,M0312,2025-05-13,391.22,UPI,Mobile App,Reversed
T0013626,C03604,M0390,2025-01-04,630.98,UPI,QR,Success
T0013627,C00387,M0012,2025-12-25,4285.6,RuPay,POS,Success
T0013628,C03674,M0185,2025-02-26,260.57,UPI,UPI Lite,Failed
T0013629,C00138,M0468,2026-04-17,193.56,UPI,QR,Success
T0013630,C03752,M0205,2025-07-07,264.5,UPI,Mobile App,Success
T0013631,C02701,M0313,2026-05-11,1079.64,NETC,FASTag,Success
T0013632,C04578,M0355,2026-05-28,264.21,UPI,Mobile App,Success
T0013633,C00300,M0348,2025-09-18,622.72,UPI,QR,Success
T0013634,C00032,M0452,2026-04-30,1966.54,Acceptance,E-commerce,Success
T0013635,C02505,M0473,2026-03-13,307.85,UPI,UPI Lite,Success
T0013636,C00542,M0498,2025-05-09,886.71,NETC,Toll Plaza,Success
T0013637,C03457,M0075,2025-04-01,153.65,UPI,UPI Lite,Success
T0013638,C03404,M0178,2025-03-16,229.24,UPI,UPI Lite,Success
T0013639,C02092,M0155,2026-03-05,699.47,RuPay,POS,Success
T0013640,C00547,M0061,2025-03-19,315.02,UPI,UPI Lite,Success
T0013641,C00984,M0231,2025-01-27,1589.34,Acceptance,QR,Success
T0013642,C04141,M0261,2025-04-30,583.04,UPI,Mobile App,Success
T0013643,C00380,M0465,2026-01-06,333.71,RuPay,ATM,Success
T0013644,C00497,M0356,2025-02-20,178.61,UPI,Mobile App,Reversed
T0013645,C01916,M0355,2025-02-11,442.55,UPI,Mobile App,Success
T0013646,C02186,M0221,2026-02-25,713.09,UPI,Mobile App,Success
T0013647,C04504,M0465,2025-12-12,1122.61,UPI,UPI Lite,Success
T0013648,C00185,M0341,2025-09-30,879.79,UPI,QR,Success
T0013649,C00489,M0195,2025-09-14,921.37,UPI,UPI Lite,Success
T0013650,C02066,M0132,2025-01-06,853.28,UPI,QR,Success
T0013651,C01721,M0083,2025-03-09,574.29,Acceptance,POS,Success
T0013652,C00171,M0498,2026-02-15,155.51,UPI,Mobile App,Success
T0013653,C00400,M0357,2025-11-12,314.4,UPI,QR,Success
T0013654,C03593,M0013,2026-06-20,681.22,UPI,Mobile App,Success
T0013655,C03653,M0003,2026-06-24,1017.59,RuPay,ATM,Success
T0013656,C00239,M0327,2025-10-11,1192.88,UPI,QR,Failed
T0013657,C01341,M0083,2025-04-20,226.27,UPI,Mobile App,Success
T0013658,C04416,M0485,2025-05-04,5026.09,RuPay,POS,Success
T0013659,C03622,M0271,2025-03-12,610.26,UPI,Mobile App,Success
T0013660,C02570,M0241,2025-01-30,96.92,UPI,Mobile App,Success
T0013661,C02576,M0480,2025-04-21,962.97,NETC,FASTag,Success
T0013662,C01349,M0403,2026-05-16,226.87,UPI,UPI Lite,Success
T0013663,C04855,M0159,2025-08-11,288.4,UPI,UPI Lite,Failed
T0013664,C02090,M0271,2026-01-07,506.06,UPI,UPI Lite,Success
T0013665,C00234,M0107,2025-10-08,478.12,UPI,UPI Lite,Success
T0013666,C00556,M0432,2026-04-18,1702.71,RuPay,POS,Success
T0013667,C02485,M0209,2026-03-23,483.89,RuPay,ATM,Success
T0013668,C01955,M0182,2026-02-13,296.53,UPI,QR,Success
T0013669,C04772,M0311,2025-10-20,696.79,UPI,Mobile App,Success
