offer_id,customer_id,transaction_id,reward_amount
O013,C03879,T0061049,85.23
O005,C03870,T0099787,152.18
O005,C03362,T0032549,42.02
O018,C03160,T0064289,58.63
O001,C04521,T0079183,92.31
O013,C01280,T0093267,59.3
O007,C03557,T0067834,18.05
O006,C04134,T0061945,137.61
O006,C03569,T0012444,96.08
O005,C00427,T0046464,129.22
O008,C02615,T0036745,979.01
O019,C02464,T0053066,26.14
O013,C04887,T0050428,46.92
O001,C01096,T0050040,65.16
O003,C04984,T0014467,101.38
O020,C02089,T0016160,89.79
O008,C01184,T0089937,128.94
O017,C02382,T0010473,61.5
O012,C00797,T0062408,73.07
O013,C01025,T0075516,291.68
O001,C04889,T0093731,139.42
O017,C02020,T0012012,172.09
O001,C00904,T0092633,86.46
O014,C03526,T0058032,22.8
O006,C01429,T0016029,115.45
O013,C00105,T0092998,31.18
O006,C03040,T0020117,51.9
O018,C03664,T0062142,142.45
O005,C03506,T0038135,618.62
O008,C04724,T0030759,31.53
O014,C00923,T0088411,91.89
O003,C04168,T0038619,120.18
O007,C02145,T0079785,41.56
O020,C03913,T0080849,27.21
O014,C04017,T0036150,11.4
O007,C04617,T0034606,63.43
O004,C03388,T0096371,250.43
O014,C03844,T0004690,84.39
O020,C02086,T0018736,182.68
O019,C00829,T0068890,35.33
O016,C02206,T0053195,78.74
O004,C02754,T0083830,122.98
O019,C03344,T0056186,40.8
O012,C04522,T0035942,485.12
O009,C01836,T0083126,13.01
O010,C03913,T0091975,22.85
O003,C03992,T0007238,85.8
O015,C04451,T0055618,404.07
O013,C02385,T0079484,28.8
O018,C04431,T0044300,49.73
O013,C04456,T0096576,67.28
O001,C02508,T0084833,107.51
O004,C04767,T0033500,98.71
O014,C04720,T0075919,20.12
O001,C00236,T0089067,140.29
O015,C03130,T0063418,33.85
O010,C03110,T0010702,107.08
O016,C04878,T0075368,24.09
O007,C04859,T0045222,22.61
O004,C03700,T0044391,145.6
O020,C03600,T0058723,50.37
O020,C02804,T0073343,57.69
O013,C03078,T0048822,77.87
O010,C03869,T0024509,45.65
O008,C02419,T0078416,2783.42
O009,C02361,T0094715,13.95
O012,C04097,T0048347,172.17
O002,C02316,T0019549,23.1
O011,C03979,T0052014,54.63
O004,C04617,T0057600,49.73
O018,C01539,T0015539,27.91
O009,C04371,T0049111,8.7
O006,C03694,T0025783,202.72
O014,C02796,T0064937,107.04
O015,C04187,T0007701,17.17
O013,C00524,T0089938,187.19
O010,C02353,T0074052,590.32
O020,C00842,T0098576,113.1
O017,C04625,T0067495,147.49
O001,C02073,T0077004,117.4
O016,C02863,T0097181,30.0
O008,C00598,T0017693,83.04
O004,C02121,T0021344,44.41
O016,C02773,T0023586,43.48
O013,C03434,T0036689,269.92
O019,C01763,T0027002,60.83
O017,C03756,T0041315,28.28
O006,C03399,T0014691,415.04
O018,C03025,T0008516,251.67
O004,C00591,T0005079,34.09
O002,C03528,T0089869,25.27
O018,C04615,T0089993,726.43
O012,C00708,T0023123,17.61
O018,C04829,T0060280,162.45
O001,C04142,T0057269,175.87
O005,C03587,T0092941,125.56
O003,C01322,T0006490,98.44
O007,C00991,T0060655,112.85
O013,C04713,T0017630,18.44
O003,C01186,T0008257,259.11
O012,C01504,T0002691,665.17
O005,C02920,T0008577,22.59
O017,C00660,T0013347,92.83
O019,C03904,T0052622,91.94
O004,C01963,T0000660,77.37
O012,C02906,T0058300,89.76
O020,C02125,T0099709,49.93
O001,C03938,T0083597,31.89
O009,C03973,T0031068,7.37
O007,C04369,T0096653,19.37
O008,C00186,T0042221,47.35
O003,C03839,T0072080,113.21
O005,C04601,T0013733,97.14
O015,C03028,T0076627,86.16
O017,C01337,T0093250,990.99
O008,C03890,T0066889,41.55
O020,C00335,T0089665,52.54
O015,C03669,T0065916,31.93
O015,C03974,T0000701,54.52
O002,C00952,T0002407,24.95
O009,C04042,T0017394,42.21
O002,C00407,T0066092,535.64
O017,C01933,T0078618,108.33
O017,C00259,T0075036,22.34
O014,C04864,T0094648,12.64
O006,C01902,T0033575,108.38
O012,C04452,T0028562,398.11
O019,C02427,T0041784,32.56
O010,C04683,T0038092,31.53
O016,C01910,T0033027,30.26
O019,C02191,T0058101,26.59
O018,C04463,T0074024,172.6
O016,C03694,T0075813,127.21
O002,C04222,T0075933,22.03
O007,C02504,T0030459,181.11
O015,C01473,T0073889,78.01
O005,C01827,T0025998,366.27
O013,C04658,T0091486,14.17
O009,C01879,T0016980,7.75
O007,C01157,T0096530,67.59
O018,C03046,T0024734,495.22
O001,C03281,T0009608,59.81
O016,C01963,T0063647,79.21
O014,C04555,T0014830,16.91
O009,C04392,T0040268,7.14
O013,C03242,T0030154,123.63
O006,C01179,T0045013,232.79
O001,C04529,T0018707,53.09
O004,C02504,T0039448,213.74
O017,C01089,T0000304,75.26
O007,C03884,T0011683,5.51
O012,C01100,T0012600,51.69
O007,C00109,T0019979,111.69
O019,C02183,T0024274,35.91
O004,C04633,T0014288,172.03
O005,C02945,T0067942,164.98
O005,C03732,T0037340,77.42
O012,C02620,T0071198,77.14
O004,C01771,T0083028,149.89
O018,C03782,T0090860,121.62
O007,C01810,T0082503,22.89
O014,C00733,T0038742,26.08
O015,C00587,T0034903,86.38
O005,C01058,T0027699,86.56
O018,C00649,T0017491,36.96
O014,C00787,T0019385,39.0
O006,C04378,T0002238,258.65
O002,C00684,T0041751,49.6
O019,C03105,T0043230,60.08
O003,C00653,T0076795,82.86
O007,C02524,T0084101,37.76
O007,C02841,T0070840,28.43
O015,C03379,T0063415,52.23
O019,C00411,T0064086,202.15
O011,C03947,T0009879,930.68
O010,C03860,T0070460,407.48
O010,C02122,T0065841,76.8
O016,C03134,T0074233,67.19
O012,C02593,T0049273,101.26
O013,C04612,T0008366,87.06
O017,C04906,T0075349,208.96
O017,C01471,T0086302,272.17
O010,C00573,T0074518,131.73
O001,C01021,T0041171,1530.72
O010,C00875,T0059125,251.45
O019,C01107,T0026448,66.51
O017,C01820,T0011752,79.24
O006,C03337,T0015726,74.8
O019,C04156,T0073771,63.74
O003,C02933,T0087472,52.85
O011,C04398,T0024934,74.26
O018,C03247,T0031271,41.72
O017,C00042,T0098172,99.64
O002,C04714,T0087186,120.34
O014,C03802,T0034532,9.02
O003,C00360,T0096853,62.52
O013,C03333,T0058686,73.27
O003,C03837,T0022088,213.75
O010,C03241,T0072984,214.28
O020,C02729,T0005888,29.96
O008,C03005,T0090133,402.77
O013,C03934,T0037969,25.77
O017,C03843,T0055397,139.94
O003,C04776,T0053462,29.86
O003,C01988,T0000164,493.15
O012,C04243,T0074562,172.29
O019,C03543,T0009223,234.26
O012,C03665,T0007022,180.78
O019,C02251,T0013601,28.39
O012,C01291,T0083506,73.68
O018,C01952,T0027588,48.61
O002,C04184,T0039083,31.49
O003,C02320,T0096568,71.71
O001,C02329,T0002761,41.99
O011,C04718,T0017566,152.78
O002,C03867,T0057769,26.15
O018,C00575,T0014244,65.62
O002,C00098,T0074699,358.88
O018,C03214,T0042404,85.18
O006,C03764,T0070961,73.78
O008,C04853,T0063252,84.01
O015,C04920,T0065479,48.01
O017,C04816,T0020452,831.74
O020,C00890,T0090308,89.68
O004,C02605,T0093624,107.05
O009,C02134,T0011245,56.66
O002,C03594,T0056666,58.4
O011,C01078,T0070575,48.32
O001,C00230,T0002203,314.37
O015,C04893,T0040106,36.3
O020,C03892,T0095661,28.3
O009,C03533,T0006627,18.08
O001,C01585,T0041418,155.85
O018,C02625,T0016977,20.99
O006,C00549,T0027696,51.93
O004,C02925,T0087434,24.23
O006,C02089,T0030780,46.04
O017,C02419,T0054518,48.37
O020,C01591,T0025684,115.94
O016,C02462,T0028345,4.0
O006,C01437,T0081945,37.35
O007,C02179,T0084946,98.36
O015,C01875,T0039231,19.84
O004,C03372,T0004774,41.94
O007,C04281,T0031904,28.04
O003,C02929,T0034336,23.99
O001,C01643,T0015190,22.88
O005,C02924,T0030468,32.66
O012,C01796,T0087292,2402.04
O016,C01175,T0016232,29.27
O014,C00028,T0006832,13.9
O010,C01853,T0085634,143.87
O009,C04710,T0027939,33.83
O016,C00877,T0086256,33.45
O008,C03894,T0075197,250.93
O009,C04782,T0077820,6.34
O020,C01479,T0086607,86.56
O018,C00940,T0006455,180.93
O003,C01935,T0033183,298.08
O010,C00094,T0048864,515.54
O015,C00219,T0066574,6.95
O016,C03711,T0018168,11.02
O005,C01498,T0030216,66.58
O016,C01549,T0086159,3.6
O003,C03546,T0066514,63.99
O018,C02393,T0080258,124.3
O003,C03249,T0066403,43.75
O018,C04887,T0099357,134.03
O013,C01692,T0023866,24.18
O019,C04510,T0056848,94.21
O017,C01933,T0069711,26.33
O018,C01127,T0087685,123.02
O001,C00642,T0039848,215.3
O019,C01661,T0074556,144.46
O002,C04625,T0004657,47.46
O010,C04733,T0003440,225.55
O005,C00862,T0031936,184.94
O014,C02341,T0082422,126.43
O008,C03929,T0020423,408.53
O011,C04658,T0040684,161.91
O018,C04117,T0073404,38.84
O020,C04789,T0079912,111.61
O019,C00608,T0082330,118.19
O008,C02369,T0064544,715.23
O016,C00229,T0005352,24.06
O019,C03623,T0080504,46.75
O003,C00499,T0005360,46.05
O008,C04960,T0048659,629.65
O003,C00319,T0075594,79.19
O014,C03084,T0055293,15.24
O018,C02497,T0087476,72.19
O013,C02583,T0033826,62.87
O019,C02737,T0000377,56.86
O020,C01592,T0007742,48.94
O004,C01382,T0044515,66.91
O019,C00749,T0067030,347.56
O007,C02875,T0003331,45.4
O014,C04906,T0014216,15.18
O013,C04283,T0091133,58.33
O004,C02141,T0051084,74.86
O013,C01801,T0041152,59.38
O016,C02169,T0066895,8.52
O005,C00209,T0066582,105.61
O003,C02680,T0069993,191.46
O009,C00707,T0083884,92.52
O004,C00234,T0078997,91.55
O012,C00898,T0025042,68.35
O006,C00510,T0085456,35.24
O015,C03174,T0043797,200.66
O019,C02855,T0045129,20.28
O011,C00314,T0041324,66.74
O017,C04337,T0032548,211.44
O013,C04583,T0050258,35.8
O001,C00462,T0064235,120.37
O015,C00612,T0072754,71.41
O017,C03504,T0099492,569.35
O011,C01871,T0033558,507.34
O013,C02883,T0077121,58.13
O019,C03587,T0032380,24.12
O001,C04955,T0046735,72.72
O014,C03066,T0022747,9.21
O017,C04407,T0073919,192.1
O014,C00968,T0036341,114.09
O015,C00264,T0015054,81.19
O013,C03407,T0022480,61.24
O004,C01404,T0092958,60.04
O005,C03605,T0096301,54.6
O010,C00722,T0071764,77.35
O002,C00786,T0006064,389.37
O019,C04368,T0064758,45.05
O016,C01933,T0086575,74.66
O012,C04058,T0053206,98.71
O015,C04880,T0036457,27.69
O015,C02627,T0055288,102.22
O015,C04009,T0042922,50.74
O015,C04321,T0089596,46.58
O014,C02576,T0004203,15.15
O013,C04314,T0006554,148.37
O015,C04223,T0035852,23.94
O006,C04716,T0096588,107.97
O006,C02165,T0040878,165.35
O009,C03055,T0070393,26.81
O017,C04371,T0003196,86.37
O011,C01594,T0070074,28.8
O015,C02649,T0032252,126.06
O017,C04969,T0038966,186.34
O014,C01056,T0081853,11.18
O005,C03733,T0072892,34.53
O006,C04249,T0021126,206.48
O010,C01190,T0002943,177.41
O001,C00196,T0078239,301.53
O006,C03599,T0032789,208.98
O014,C04643,T0045879,4.17
O001,C01872,T0014030,3626.54
O003,C00983,T0037411,97.99
O017,C01923,T0069915,544.23
O002,C03830,T0022465,26.39
O003,C04291,T0073284,154.15
O013,C04916,T0086722,81.83
O017,C00665,T0061641,67.32
O003,C02920,T0013127,50.9
O017,C02438,T0092843,269.77
O004,C04856,T0070479,18.35
O002,C04465,T0082659,147.29
O017,C01719,T0039630,81.73
O001,C04856,T0077382,53.59
O014,C00943,T0072521,29.16
O019,C01016,T0020894,134.25
O006,C03211,T0004692,179.79
O008,C01635,T0001145,59.86
O001,C02343,T0091422,216.61
O019,C04911,T0036717,35.64
O012,C03796,T0051315,117.53
O019,C04567,T0045258,133.54
O003,C03328,T0073764,54.23
O018,C03650,T0086979,74.82
O018,C01442,T0018430,16.44
O014,C02122,T0016518,7.41
O005,C03979,T0042898,97.69
O019,C02197,T0029954,45.87
O008,C04380,T0036699,100.21
O001,C04961,T0039068,776.27
O020,C02444,T0042129,140.18
O018,C02551,T0097357,69.62
O008,C02672,T0006346,57.64
O004,C03512,T0050700,19.7
O011,C03409,T0043520,72.56
O008,C04897,T0061450,89.18
O012,C00495,T0071772,89.81
O002,C03813,T0076900,77.68
O002,C01847,T0009671,20.14
O003,C02337,T0094339,123.93
O006,C00551,T0032522,79.36
O013,C03133,T0091199,60.2
O015,C03400,T0060495,34.54
O002,C01292,T0070938,15.29
O003,C00539,T0025461,317.3
O019,C02425,T0016812,295.41
O016,C04175,T0027858,38.97
O016,C00082,T0004025,112.46
O006,C03549,T0058334,18.94
O005,C01309,T0019970,72.07
O018,C00590,T0094898,82.95
O010,C02716,T0058605,91.26
O006,C04580,T0080007,89.81
O002,C01060,T0017495,22.58
O003,C03608,T0015905,82.36
O016,C03028,T0032903,27.35
O017,C03873,T0075006,46.88
O012,C04971,T0086004,364.31
O015,C01393,T0010950,24.59
O001,C03297,T0002360,84.13
O002,C02791,T0074126,27.18
O007,C04429,T0054046,19.05
O008,C00405,T0023750,295.98
O016,C02672,T0032331,62.24
O003,C01144,T0055913,214.14
O007,C01144,T0023095,44.79
O004,C00823,T0070731,42.39
O006,C04858,T0012394,334.34
O014,C04041,T0088108,11.68
O010,C01136,T0039680,98.2
O006,C04488,T0025347,75.75
O020,C02185,T0001217,143.77
O005,C03206,T0001224,171.99
O012,C03560,T0056031,184.72
O001,C01264,T0026049,51.68
O002,C02234,T0081281,80.72
O019,C02302,T0040466,75.96
O013,C02419,T0059186,32.0
O006,C01383,T0078570,108.97
O019,C04840,T0017075,12.34
O004,C00355,T0001859,38.05
O011,C02130,T0031709,41.39
O006,C01503,T0087138,77.53
O015,C02873,T0051322,490.31
O020,C04892,T0096923,14.66
O016,C00384,T0083968,11.68
O001,C03897,T0087039,179.41
O012,C02909,T0006174,46.85
O011,C02546,T0037917,49.82
O012,C00867,T0096944,758.63
O005,C00279,T0085570,139.88
O016,C04883,T0097765,20.09
O020,C01835,T0026065,110.24
O012,C04450,T0065295,61.49
O006,C01796,T0079301,326.8
O006,C03136,T0026542,222.54
O002,C03296,T0033580,221.5
O007,C03905,T0095346,105.93
O004,C00330,T0080626,60.54
O013,C03926,T0085584,276.05
O005,C03251,T0005874,178.09
O012,C01764,T0037043,77.26
O020,C02704,T0011825,254.4
O016,C04350,T0000525,3.48
O001,C04295,T0097513,173.89
O004,C04268,T0005641,97.99
O004,C03510,T0077323,105.14
O006,C03865,T0019034,1375.06
O012,C01818,T0033433,1221.62
O016,C01675,T0099446,18.03
O007,C00593,T0083220,60.28
O011,C03280,T0071021,51.32
O012,C00318,T0009301,25.56
O015,C00337,T0012858,26.41
O007,C04755,T0087122,27.19
O005,C00960,T0078785,120.1
O014,C03538,T0069762,94.22
O005,C01621,T0066090,79.25
O018,C02920,T0079784,9.24
O010,C00247,T0021149,176.5
O016,C03439,T0018663,31.66
O011,C00025,T0025325,75.71
O014,C03497,T0034474,15.28
O008,C04846,T0050125,1397.8
O013,C02488,T0099586,194.96
O013,C03980,T0031408,11.42
O003,C02205,T0017374,23.64
O006,C03938,T0094919,661.61
O009,C04227,T0070482,11.69
O015,C00734,T0075063,19.31
O013,C01160,T0061907,61.35
O014,C02270,T0037038,169.92
O007,C04737,T0063505,55.0
O001,C01158,T0011596,591.27
O010,C00750,T0007403,315.6
O009,C04262,T0005550,24.05
O009,C04618,T0057220,8.65
O008,C03883,T0064954,619.87
O018,C02750,T0034718,29.46
O013,C00473,T0066148,176.23
O014,C00039,T0030818,18.05
O013,C02565,T0016164,258.24
O020,C03858,T0073734,176.14
O018,C01525,T0080804,66.43
O007,C00993,T0020080,9.72
O017,C03794,T0001459,34.08
O002,C02833,T0074418,15.06
O007,C03094,T0068723,20.83
O009,C02953,T0076691,76.87
O018,C01527,T0085694,66.19
O001,C02994,T0048509,45.03
O012,C01100,T0036923,643.61
O006,C02306,T0084968,136.54
O015,C00815,T0016607,111.88
O005,C00784,T0036622,78.44
O011,C02616,T0041188,486.73
O002,C04706,T0025978,129.17
O012,C04246,T0082122,125.91
O007,C02799,T0031919,43.01
O015,C01458,T0051244,13.64
O011,C01885,T0032747,99.27
O006,C01938,T0070910,506.38
O014,C04614,T0045762,13.78
O005,C01328,T0014644,123.39
O011,C00740,T0040304,259.24
O002,C02344,T0007080,45.85
O012,C01105,T0090608,123.29
O001,C03512,T0017009,119.24
O012,C00282,T0044422,73.28
O013,C03974,T0061458,40.14
O015,C02228,T0032138,37.58
O007,C03173,T0044943,59.17
O006,C03302,T0099325,101.59
O016,C04804,T0053577,354.47
O014,C00245,T0036125,35.52
O019,C01601,T0020090,42.0
O013,C03729,T0075564,17.07
O009,C02568,T0066231,186.47
O002,C01379,T0092459,13.41
O009,C03133,T0052289,8.05
O014,C01118,T0082128,121.59
O003,C02064,T0074467,370.58
O001,C03677,T0081079,67.56
O002,C04017,T0092357,49.01
O016,C03077,T0092751,21.34
O009,C00972,T0017650,71.96
O011,C04293,T0043281,152.64
O002,C03168,T0031433,132.53
O009,C01212,T0057739,19.15
O007,C00957,T0083287,91.31
O015,C00794,T0067211,63.41
O018,C04179,T0081052,123.71
O019,C01303,T0056906,66.64
O006,C04197,T0028010,138.29
O008,C01959,T0095039,257.19
O008,C03928,T0033808,2916.92
O014,C02316,T0027654,50.44
O006,C01940,T0067634,214.78
O008,C03072,T0078246,869.32
O016,C03752,T0015502,14.0
O001,C02855,T0088007,673.91
O006,C02818,T0014881,98.13
O003,C01514,T0076935,56.98
O009,C04408,T0079151,68.54
O008,C01242,T0000174,285.95
O006,C04481,T0097554,146.51
O020,C01633,T0073900,79.42
O003,C02545,T0093490,26.97
O004,C03485,T0038544,180.41
O003,C00775,T0061488,20.89
O001,C01873,T0008514,40.85
O004,C03451,T0027040,61.46
O010,C04107,T0000162,351.5
O002,C04285,T0075983,18.01
O003,C00845,T0012185,133.37
O002,C03320,T0067024,8.13
O012,C02402,T0005686,330.2
O019,C00924,T0030757,22.73
O011,C00718,T0089479,34.1
O008,C00938,T0047278,414.18
O015,C03737,T0043841,62.71
O008,C01264,T0044067,174.26
O003,C00357,T0038324,53.07
O018,C00407,T0021350,35.7
O006,C01803,T0015131,481.17
O015,C02326,T0038451,408.07
O008,C01969,T0016786,88.19
O014,C03930,T0012949,3.09
O006,C00004,T0052048,19.96
O005,C04801,T0030612,48.93
O011,C01921,T0027284,82.1
O017,C04196,T0002789,231.89
O005,C03158,T0056330,49.21
O004,C02430,T0074534,68.28
O020,C02242,T0053647,12.74
O012,C04102,T0058236,65.5
O002,C03165,T0085812,10.2
O018,C01877,T0013914,17.61
O013,C03070,T0067909,40.23
O001,C02731,T0006074,77.27
O013,C01602,T0015453,92.37
O014,C01737,T0059531,6.26
O002,C04783,T0087665,81.18
O001,C01280,T0029676,45.82
O014,C01879,T0081769,42.04
O003,C04429,T0093174,85.7
O012,C03875,T0047498,52.91
O006,C00513,T0062380,178.08
O019,C00273,T0025565,9.08
O001,C04337,T0069351,39.1
O005,C00317,T0021438,91.37
O003,C04356,T0062552,
O017,C01402,T0053474,182.59
O006,C01307,T0008117,86.46
O003,C02247,T0047276,564.39
O008,C00228,T0013896,31.28
O009,C00396,T0006304,10.32
O003,C02630,T0026207,74.6
O013,C00255,T0052816,31.84
O007,C01845,T0069112,111.35
O019,C00820,T0072326,69.94
O008,C01225,T0009056,460.15
O003,C04343,T0083639,725.3
O012,C03663,T0063716,55.02
O011,C03173,T0099291,138.76
O001,C02470,T0045776,102.67
O006,C01313,T0081327,517.58
O010,C01903,T0009745,71.39
O020,C04424,T0039327,47.8
O014,C03000,T0076422,28.56
O005,C00261,T0071399,352.96
O018,C02776,T0050425,111.45
O008,C02342,T0000759,104.84
O001,C04926,T0026824,93.93
O006,C02760,T0043349,40.4
O008,C01200,T0078679,88.23
O001,C00450,T0005832,59.53
O001,C00451,T0018012,55.94
O003,C03506,T0061718,426.86
O012,C00933,T0087191,52.73
O006,C01934,T0066125,125.78
O004,C01300,T0025675,49.89
O001,C00484,T0010460,23.76
O017,C00612,T0059157,78.82
O014,C04905,T0002385,43.95
O011,C04686,T0019808,100.11
O003,C02594,T0088525,155.79
O018,C04572,T0028159,110.29
O007,C03720,T0082132,19.03
O001,C00273,T0018983,140.91
O012,C00499,T0049504,53.59
O006,C03909,T0043151,125.13
O016,C02200,T0065722,17.89
O006,C03905,T0075173,91.38
O012,C03841,T0074204,415.15
O015,C01480,T0010734,97.67
O018,C00177,T0055434,262.18
O004,C00022,T0014802,102.24
O014,C00545,T0037759,67.24
O017,C02293,T0046522,106.67
O005,C01903,T0090523,50.83
O011,C01932,T0030667,24.17
O015,C03156,T0064777,41.23
O017,C02005,T0009109,838.14
O017,C01035,T0031344,115.1
O019,C03949,T0049469,31.31
O009,C00306,T0089888,63.1
O014,C03281,T0087401,12.23
O007,C03889,T0037751,82.01
O013,C01586,T0057836,211.73
O020,C03141,T0006273,90.57
O016,C00009,T0097981,5.9
O001,C03618,T0098200,37.31
O006,C03711,T0012138,100.98
O017,C03229,T0002644,116.24
O011,C00703,T0083345,83.55
O020,C03955,T0049739,136.7
O019,C00874,T0073177,24.05
O010,C03219,T0078221,47.84
O003,C00615,T0094178,17.89
O020,C01558,T0045654,95.24
O012,C01815,T0060866,59.27
O006,C00264,T0038089,74.73
O012,C02162,T0040690,121.96
O015,C04916,T0061947,29.31
O017,C02645,T0040689,196.43
O004,C03647,T0052883,137.19
O013,C03613,T0081144,100.81
O007,C02733,T0051768,26.73
O014,C00329,T0021913,18.8
O006,C02390,T0019096,120.06
O004,C03200,T0011259,109.02
O011,C04267,T0002030,110.52
O019,C01410,T0034409,-0.09
O015,C00161,T0044267,51.07
O015,C02995,T0043458,143.77
O019,C04102,T0023660,136.34
O015,C04796,T0030498,106.04
O008,C02516,T0085873,77.31
O014,C03713,T0057795,62.26
O006,C03222,T0070022,111.97
O020,C03107,T0086510,56.37
O007,C01122,T0009141,153.63
O002,C03839,T0060252,415.76
O019,C04188,T0080183,51.4
O012,C00894,T0036209,57.37
O013,C02551,T0060133,213.94
O020,C01599,T0060097,78.98
O001,C02212,T0011974,295.31
O011,C02032,T0056280,41.26
O013,C01955,T0013668,26.98
O015,C04316,T0066474,50.08
O008,C00674,T0065726,41.22
O016,C00441,T0017925,98.77
O012,C02443,T0070098,185.23
O001,C03111,T0027792,58.93
O004,C03546,T0054471,148.18
O020,C03664,T0025302,18.75
O014,C00224,T0024151,10.16
O019,C01109,T0015504,34.18
O014,C01312,T0057367,36.17
O017,C00415,T0054181,160.89
O010,C01061,T0069961,190.31
O014,C00990,T0002966,18.38
O019,C04038,T0051836,133.81
O001,C02707,T0013925,208.43
O008,C00479,T0035184,680.13
O002,C02492,T0055108,111.87
O014,C04255,T0058498,8.96
O013,C01073,T0088867,28.43
O014,C02562,T0017324,41.45
O020,C00851,T0058990,384.01
O006,C02985,T0059973,400.61
O017,C01097,T0063486,1300.78
O014,C02923,T0020651,6.16
O003,C03602,T0010567,49.81
O009,C02420,T0087601,274.94
O013,C03936,T0089245,75.46
O020,C03610,T0058659,117.89
O002,C04115,T0076502,24.14
O005,C04101,T0071948,22.12
O009,C01521,T0063792,8.91
O016,C00942,T0043943,136.9
O015,C03008,T0033104,40.29
O008,C03627,T0067409,62.05
O019,C04817,T0024873,19.56
O005,C00795,T0019883,47.72
O005,C00618,T0011006,1086.56
O019,C02993,T0083847,48.6
O011,C03132,T0039145,59.48
O015,C01421,T0025663,157.57
O016,C02047,T0022389,27.5
O018,C04734,T0025547,156.38
O013,C01382,T0012658,81.07
O008,C02231,T0062150,351.78
O011,C02690,T0007461,47.74
O019,C00833,T0012230,25.25
O009,C00309,T0015594,2.83
O015,C04710,T0029636,15.2
O007,C04887,T0045989,40.83
O015,C00383,T0095848,26.47
O019,C01317,T0055072,105.71
O014,C02068,T0070426,22.5
O004,C02360,T0082361,130.91
O004,C03315,T0067156,117.86
O013,C01456,T0079088,182.16
O008,C01141,T0015660,79.46
O008,C01556,T0066282,101.87
O003,C00250,T0040937,99.68
O005,C02608,T0047232,105.77
O020,C02138,T0068536,404.8
O016,C04335,T0031529,74.78
O005,C02635,T0040249,702.36
O017,C02067,T0036283,204.08
O012,C00821,T0064832,21.01
O006,C01336,T0028487,70.99
O019,C01865,T0036551,101.48
O013,C04141,T0048482,62.75
O007,C02384,T0059291,14.44
O005,C00520,T0066674,61.65
O019,C04211,T0025947,186.78
O018,C00930,T0070741,59.96
O015,C01622,T0019860,59.51
O001,C02366,T0021462,35.61
O016,C01577,T0018950,84.97
O013,C01062,T0022710,41.47
O020,C02823,T0004788,251.4
O017,C02890,T0054585,38.48
O011,C02940,T0017433,104.26
O002,C04001,T0014597,8.53
O010,C04149,T0037020,148.51
O008,C01140,T0090600,102.96
O013,C02769,T0030740,34.54
O016,C03500,T0021988,51.82
O019,C04159,T0084391,111.24
O011,C01372,T0077919,141.81
O010,C01483,T0083384,447.06
O008,C01612,T0086871,227.04
O003,C03929,T0076759,20.75
O020,C03564,T0058536,73.92
O019,C03689,T0046868,51.99
O009,C00212,T0024841,12.6
O003,C03861,T0014296,620.9
O009,C00005,T0057786,4.76
O018,C04672,T0067673,141.69
O003,C00828,T0099056,189.02
O013,C01417,T0053409,60.24
O009,C00627,T0052981,29.56
O004,C04539,T0011500,105.16
O019,C02057,T0098460,101.62
O015,C03558,T0076507,15.78
O002,C01522,T0086006,32.1
O020,C04283,T0027711,18.79
O003,C02974,T0081195,351.52
O007,C04015,T0015146,9.27
O003,C03512,T0090428,78.12
O013,C03264,T0032895,96.19
O011,C04274,T0095672,54.79
O003,C03198,T0038873,47.7
O016,C02170,T0001619,7.28
O004,C00387,T0097708,31.21
O008,C03940,T0050879,205.65
O002,C02756,T0082714,207.48
O017,C00268,T0045141,116.27
O014,C00047,T0072367,24.17
O017,C01253,T0039054,172.23
O012,C01883,T0008038,28.37
O011,C00637,T0044443,490.74
O013,C04041,T0009293,25.17
O010,C03473,T0036985,68.0
O011,C04949,T0036878,317.93
O018,C02195,T0003210,101.95
O002,C03433,T0062810,31.5
O004,C01560,T0090471,34.06
O013,C01299,T0054869,136.8
O002,C04721,T0065263,24.8
O008,C02897,T0023590,1177.06
O009,C03817,T0050682,100.97
O013,C03728,T0019081,225.49
O011,C00884,T0065090,61.14
O008,C00977,T0055471,149.18
O014,C00215,T0055593,20.46
O004,C04671,T0045938,30.27
O020,C04076,T0007850,119.03
O010,C03244,T0087947,45.59
O018,C03560,T0078092,35.67
O014,C01390,T0062112,59.81
O015,C04087,T0097862,23.84
O006,C02224,T0017492,198.67
O012,C01765,T0055547,157.01
O011,C02368,T0098900,32.5
O016,C00463,T0012316,24.23
O012,C04115,T0058969,87.95
O019,C02981,T0066807,69.16
O015,C02242,T0079314,208.99
O018,C01714,T0075718,138.28
O004,C02102,T0013784,83.88
O002,C01635,T0043210,41.53
O008,C03166,T0001486,81.38
O020,C01610,T0070989,213.14
O019,C04331,T0043665,52.85
O009,C03068,T0049461,12.76
O007,C02788,T0036638,220.09
O011,C00018,T0038560,93.62
O007,C03252,T0070573,94.35
O004,C03577,T0072243,99.76
O004,C02867,T0066830,32.37
O020,C00882,T0066151,341.83
O007,C00993,T0085595,80.51
O016,C02725,T0085966,15.58
O005,C02066,T0040950,132.25
O018,C01612,T0015969,55.95
O018,C03039,T0095125,43.55
O020,C01098,T0070653,336.45
O001,C00433,T0019432,119.38
O015,C01297,T0021706,71.4
O017,C03230,T0054503,39.97
O003,C02175,T0014643,92.79
O018,C00138,T0021578,25.43
O003,C02319,T0081279,129.55
O010,C01432,T0042994,244.22
